Year,Quarter,Month,Day,COUNTRY,CUSTOMER_ID,CUSTOMER_UNIQUE_KEY,Female %,Full Name,FIRST_NAME,GENDER,LAST_NAME,Male %,profit,Repeat Purchase Rate,Total Female Customers,Total Male Customers
1971,Qtr 1,March,27,France,22484,AW00022484,100,Kristy Ruiz,Kristy,Female,Ruiz,,240,100,1,
1971,Qtr 1,March,31,Australia,24468,AW00024468,100,Whitney Patel,Whitney,Female,Patel,,1542,100,1,
1971,Qtr 1,March,31,Canada,17613,AW00017613,,Dakota Bryant,Dakota,Male,Bryant,100,2515,100,,1
1971,Qtr 1,March,31,n/a,21434,AW00021434,100,Isabella Smith,Isabella,Female,Smith,,1049,100,1,
1971,Qtr 1,March,31,United States,11684,AW00011684,,Devin Parker,Devin,Male,Parker,100,37,100,,1
1971,Qtr 2,April,1,Canada,14604,AW00014604,,Nicholas Rodriguez,Nicholas,Male,Rodriguez,100,90,100,,1
1971,Qtr 2,April,1,Canada,16140,AW00016140,,Seth Harris,Seth,Male,Harris,100,2367,100,,1
1971,Qtr 2,April,1,Canada,21318,AW00021318,,Devin Richardson,Devin,Male,Richardson,100,23,100,,1
1971,Qtr 2,April,1,France,20901,AW00020901,,Chad Xu,Chad,Male,Xu,100,1028,100,,1
1971,Qtr 2,April,1,Germany,17934,AW00017934,,Nelson Gill,Nelson,Male,Gill,100,2368,100,,1
1971,Qtr 2,April,4,Australia,11997,AW00011997,100,Kristina Kapoor,Kristina,Female,Kapoor,,4430,100,1,
1971,Qtr 2,April,4,Australia,13007,AW00013007,100,Brooke Ward,Brooke,Female,Ward,,4847,100,1,
1971,Qtr 2,April,4,Canada,19207,AW00019207,,Jeremiah Turner,Jeremiah,Male,Turner,100,359,100,,1
1971,Qtr 2,April,4,Canada,20086,AW00020086,,Jeremiah Hayes,Jeremiah,Male,Hayes,100,176,100,,1
1971,Qtr 2,April,4,Germany,15105,AW00015105,100,Tina Rana,Tina,Female,Rana,,98,100,1,
1971,Qtr 2,April,4,Germany,17797,AW00017797,100,Ebony Martinez,Ebony,Female,Martinez,,88,100,1,
1971,Qtr 2,April,4,United States,14889,AW00014889,,Drew Kumar,Drew,Male,Kumar,100,14,,,1
1971,Qtr 2,April,8,Australia,25131,AW00025131,,Gerald Chandra,Gerald,Male,Chandra,100,3,,,1
1971,Qtr 2,April,11,Germany,22677,AW00022677,,Reginald Carlson,Reginald,Male,Carlson,100,9,100,,1
1971,Qtr 2,April,11,United States,22719,AW00022719,,Jesse Brooks,Jesse,Male,Brooks,100,213,100,,1
1971,Qtr 2,April,12,Australia,24374,AW00024374,,Eugene Ma,Eugene,Male,Ma,100,13,,,1
1971,Qtr 2,April,12,Australia,24380,AW00024380,,Maurice Yuan,Maurice,Male,Yuan,100,3,,,1
1971,Qtr 2,April,12,Australia,26145,AW00026145,,Calvin Shen,Calvin,Male,Shen,100,53,100,,1
1971,Qtr 2,April,12,Germany,14962,AW00014962,,Justin Jai,Justin,Male,Jai,100,88,100,,1
1971,Qtr 2,April,18,France,13793,AW00013793,,Jason Gonzales,Jason,Male,Gonzales,100,2115,100,,1
1971,Qtr 2,April,18,Germany,21007,AW00021007,,Nuan Ma,Nuan,Male,Ma,100,15,100,,1
1971,Qtr 2,April,18,n/a,21320,AW00021320,100,Hannah Coleman,Hannah,Female,Coleman,,132,100,1,
1971,Qtr 2,April,18,United States,21636,AW00021636,100,Katherine Rivera,Katherine,Female,Rivera,,9,100,1,
1971,Qtr 2,April,18,United States,27664,AW00027664,,Luis Roberts,Luis,Male,Roberts,100,85,100,,1
1971,Qtr 2,April,19,Canada,25196,AW00025196,,Aaron Yang,Aaron,Male,Yang,100,57,100,,1
1971,Qtr 2,April,19,France,20145,AW00020145,,Fernando Lee,Fernando,Male,Lee,100,1116,100,,1
1971,Qtr 2,April,19,Germany,19329,AW00019329,100,Nancy Srini,Nancy,Female,Srini,,1253,100,1,
1971,Qtr 2,April,19,Germany,24027,AW00024027,,Omar Tang,Omar,Male,Tang,100,210,100,,1
1971,Qtr 2,April,19,n/a,21484,AW00021484,100,Abigail Coleman,Abigail,Female,Coleman,,1028,100,1,
1971,Qtr 2,April,19,United Kingdom,19461,AW00019461,100,Nichole Shan,Nichole,Female,Shan,,16,,1,
1971,Qtr 2,April,19,United Kingdom,21544,AW00021544,,Gary Moreno,Gary,Male,Moreno,100,19,100,,1
1971,Qtr 2,April,19,United States,24429,AW00024429,100,Isabelle Hughes,Isabelle,Female,Hughes,,175,100,1,
1971,Qtr 2,April,20,Australia,15598,AW00015598,100,Tanya Rubio,Tanya,Female,Rubio,,178,100,1,
1971,Qtr 2,April,20,United States,18594,AW00018594,100,Kristi Garcia,Kristi,Female,Garcia,,2401,100,1,
1971,Qtr 2,April,20,United States,20019,AW00020019,100,Brittany Diaz,Brittany,Female,Diaz,,107,100,1,
1971,Qtr 2,April,20,United States,21743,AW00021743,100,Theresa Rubio,Theresa,Female,Rubio,,78,100,1,
1971,Qtr 2,April,20,United States,26059,AW00026059,,Andrew Anderson,Andrew,Male,Anderson,100,100,100,,1
1971,Qtr 2,April,21,Australia,11917,AW00011917,,Roy Sanz,Roy,Male,Sanz,100,4794,100,,1
1971,Qtr 2,April,21,Australia,26030,AW00026030,100,Rebekah Subram,Rebekah,Female,Subram,,13,,1,
1971,Qtr 2,April,21,France,11577,AW00011577,100,Janet Serrano,Janet,Female,Serrano,,4264,100,1,
1971,Qtr 2,April,21,United States,11867,AW00011867,,Nathaniel James,Nathaniel,Male,James,100,99,100,,1
1971,Qtr 2,April,21,United States,28174,AW00028174,,Marco Subram,Marco,Male,Subram,100,72,100,,1
1971,Qtr 2,April,22,Australia,18733,AW00018733,,Rafael Gao,Rafael,Male,Gao,100,15,100,,1
1971,Qtr 2,April,22,Canada,16837,AW00016837,100,Elizabeth Jackson,Elizabeth,Female,Jackson,,98,100,1,
1971,Qtr 2,April,22,Germany,16290,AW00016290,,Russell Nath,Russell,Male,Nath,100,2030,100,,1
1971,Qtr 2,April,22,United States,14445,AW00014445,,Benjamin Henderson,Benjamin,Male,Henderson,100,63,100,,1
1971,Qtr 2,April,22,United States,18952,AW00018952,100,Chloe Hernandez,Chloe,Female,Hernandez,,53,100,1,
1971,Qtr 2,April,22,United States,23461,AW00023461,100,Rachael Smith,Rachael,Female,Smith,,22,100,1,
1971,Qtr 2,April,25,Australia,23437,AW00023437,100,Briana Munoz,Briana,Female,Munoz,,3,,1,
1971,Qtr 2,April,25,Germany,20903,AW00020903,100,Robyn Diaz,Robyn,Female,Diaz,,91,100,1,
1971,Qtr 2,April,25,United Kingdom,13791,AW00013791,100,Audrey Martin,Audrey,Female,Martin,,115,100,1,
1971,Qtr 2,April,26,Australia,29300,AW00029300,,Joe Madan,Joe,Male,Madan,100,971,100,,1
1971,Qtr 2,April,26,Canada,19823,AW00019823,100,Abigail Foster,Abigail,Female,Foster,,42,100,1,
1971,Qtr 2,May,2,Australia,15811,AW00015811,,Barbara Schultz,Barbara,Male,Schultz,100,45,100,,1
1971,Qtr 2,May,2,Canada,14480,AW00014480,,Jackson Gonzalez,Jackson,Male,Gonzalez,100,216,100,,1
1971,Qtr 2,May,2,Canada,26350,AW00026350,100,Gabrielle King,Gabrielle,Female,King,,3,,1,
1971,Qtr 2,May,2,France,19485,AW00019485,,Raul Shan,Raul,Male,Shan,100,4,100,,1
1971,Qtr 2,May,2,United Kingdom,15052,AW00015052,100,Kari Moreno,Kari,Female,Moreno,,27,100,1,
1971,Qtr 2,May,2,United States,13279,AW00013279,100,Rachel Howard,Rachel,Female,Howard,,4183,100,1,
1971,Qtr 2,May,2,United States,24353,AW00024353,100,Andrea Ramirez,Andrea,Female,Ramirez,,911,100,1,
1971,Qtr 2,May,2,United States,26108,AW00026108,,Dylan Thompson,Dylan,Male,Thompson,100,20,100,,1
1971,Qtr 2,May,3,Australia,27147,AW00027147,,Melvin Nara,Melvin,Male,Nara,100,56,100,,1
1971,Qtr 2,May,3,Canada,23255,AW00023255,,Xavier Johnson,Xavier,Male,Johnson,100,72,100,,1
1971,Qtr 2,May,3,Canada,28292,AW00028292,100,Alexandra Smith,Alexandra,Female,Smith,,86,100,1,
1971,Qtr 2,May,3,France,26856,AW00026856,100,Jessica Brooks,Jessica,Female,Brooks,,302,100,1,
1971,Qtr 2,May,3,United Kingdom,15106,AW00015106,,Shannon Navarro,Shannon,Male,Navarro,100,4872,100,,1
1971,Qtr 2,May,3,United Kingdom,25489,AW00025489,,Brad Tang,Brad,Male,Tang,100,1045,100,,1
1971,Qtr 2,May,3,United States,11729,AW00011729,,Caleb Campbell,Caleb,Male,Campbell,100,217,100,,1
1971,Qtr 2,May,3,United States,18226,AW00018226,,Joseph Walker,Joseph,Male,Walker,100,634,100,,1
1971,Qtr 2,May,3,United States,26738,AW00026738,100,Katherine Simmons,Katherine,Female,Simmons,,21,100,1,
1971,Qtr 2,May,4,Germany,21073,AW00021073,100,Catherine Kelly,Catherine,Female,Kelly,,31,100,1,
1971,Qtr 2,May,4,Germany,22508,AW00022508,,Jon Huang,Jon,Male,Huang,100,368,100,,1
1971,Qtr 2,May,4,n/a,20690,AW00020690,,Nathaniel Torres,Nathaniel,Male,Torres,100,37,100,,1
1971,Qtr 2,May,4,United States,14443,AW00014443,,Benjamin Wilson,Benjamin,Male,Wilson,100,14,,,1
1971,Qtr 2,May,4,United States,16104,AW00016104,100,Jordan Hernandez,Jordan,Female,Hernandez,,2463,100,1,
1971,Qtr 2,May,4,United States,26809,AW00026809,100,Julia Morgan,Julia,Female,Morgan,,144,100,1,
1971,Qtr 2,May,5,Canada,11719,AW00011719,,Blake Green,Blake,Male,Green,100,287,100,,1
1971,Qtr 2,May,5,Canada,25433,AW00025433,,Zachary Kumar,Zachary,Male,Kumar,100,3,,,1
1971,Qtr 2,May,6,France,20899,AW00020899,100,Angela Cook,Angela,Female,Cook,,4,100,1,
1971,Qtr 2,May,9,Australia,25226,AW00025226,,Robert Kumar,Robert,Male,Kumar,100,1841,100,,1
1971,Qtr 2,May,9,France,16535,AW00016535,,Colin Chen,Colin,Male,Chen,100,28,100,,1
1971,Qtr 2,May,9,France,24012,AW00024012,,James Lewis,James,Male,Lewis,100,90,100,,1
1971,Qtr 2,May,9,n/a,29350,AW00029350,100,Julia Thompson,Julia,Female,Thompson,,1407,,1,
1971,Qtr 2,May,9,United States,12186,AW00012186,,Bryant Srini,Bryant,Male,Srini,100,3820,100,,1
1971,Qtr 2,May,9,United States,13278,AW00013278,,Jorge Hu,Jorge,Male,Hu,100,4174,100,,1
1971,Qtr 2,May,9,United States,22101,AW00022101,100,Carol White,Carol,Female,White,,20,100,1,
1971,Qtr 2,May,9,United States,22279,AW00022279,100,Riley Kelly,Riley,Female,Kelly,,19,,1,
1971,Qtr 2,May,9,United States,26634,AW00026634,,Devin Walker,Devin,Male,Walker,100,2286,100,,1
1971,Qtr 2,May,10,Australia,13119,AW00013119,100,Jaclyn Guo,Jaclyn,Female,Guo,,5296,100,1,
1971,Qtr 2,May,10,United States,12144,AW00012144,100,Kelly Jenkins,Kelly,Female,Jenkins,,31,100,1,
1971,Qtr 2,May,13,Australia,21182,AW00021182,100,Lori Navarro,Lori,Female,Navarro,,20,100,1,
1971,Qtr 2,May,13,Australia,25247,AW00025247,100,Lindsay Nara,Lindsay,Female,Nara,,3,,1,
1971,Qtr 2,May,13,United States,12143,AW00012143,,Logan Turner,Logan,Male,Turner,100,3860,100,,1
1971,Qtr 2,May,13,United States,14440,AW00014440,,Jon Tang,Jon,Male,Tang,100,3258,100,,1
1971,Qtr 2,May,13,United States,28287,AW00028287,100,Lauren Bennett,Lauren,Female,Bennett,,112,100,1,
1971,Qtr 2,May,16,France,25466,AW00025466,100,Janet Young,Janet,Female,Young,,3,,1,
1971,Qtr 2,May,17,Canada,25437,AW00025437,,Adam Washington,Adam,Male,Washington,100,12,100,,1
1971,Qtr 2,May,17,United States,23202,AW00023202,,Terrance Chandra,Terrance,Male,Chandra,100,20,100,,1
1971,Qtr 2,May,18,Canada,22715,AW00022715,,Marcus Watson,Marcus,Male,Watson,100,54,100,,1
1971,Qtr 2,May,18,United Kingdom,25488,AW00025488,100,Dawn Ye,Dawn,Female,Ye,,1028,100,1,
1971,Qtr 2,May,18,United States,18588,AW00018588,100,Isabella Rogers,Isabella,Female,Rogers,,98,100,1,
1971,Qtr 2,May,20,France,19463,AW00019463,100,Cassandra Chandra,Cassandra,Female,Chandra,,3,,1,
1971,Qtr 2,May,22,Canada,16836,AW00016836,,David Thomas,David,Male,Thomas,100,2850,100,,1
1971,Qtr 2,May,22,Germany,11584,AW00011584,,Devin Carter,Devin,Male,Carter,100,9,100,,1
1971,Qtr 2,May,22,United Kingdom,17820,AW00017820,100,Emma Morris,Emma,Female,Morris,,3,,1,
1971,Qtr 2,May,22,United States,26684,AW00026684,,Dustin Andersen,Dustin,Male,Andersen,100,2857,100,,1
1971,Qtr 2,May,27,Australia,14060,AW00014060,,Cedric Sharma,Cedric,Male,Sharma,100,98,100,,1
1971,Qtr 2,May,27,Germany,28383,AW00028383,100,Lacey Zhou,Lacey,Female,Zhou,,281,,1,
1971,Qtr 2,May,27,n/a,21432,AW00021432,100,Melanie Ward,Melanie,Female,Ward,,9,100,1,
1971,Qtr 2,May,27,United States,15940,AW00015940,,Jack Bryant,Jack,Male,Bryant,100,4,100,,1
1971,Qtr 2,May,27,United States,18520,AW00018520,,Rafael Huang,Rafael,Male,Huang,100,50,100,,1
1971,Qtr 2,June,1,Australia,17296,AW00017296,100,Joanna Johnston,Joanna,Female,Johnston,,142,100,1,
1971,Qtr 2,June,1,Germany,22652,AW00022652,,Gilbert Shan,Gilbert,Male,Shan,100,205,100,,1
1971,Qtr 2,June,1,United States,26347,AW00026347,,Alvin Raji,Alvin,Male,Raji,100,16,,,1
1971,Qtr 2,June,3,Australia,21987,AW00021987,,Theodore Dominguez,Theodore,Male,Dominguez,100,3975,100,,1
1971,Qtr 2,June,3,France,26838,AW00026838,100,Cassie Shan,Cassie,Female,Shan,,22,100,1,
1971,Qtr 2,June,3,France,28401,AW00028401,100,Maria Alexander,Maria,Female,Alexander,,1477,,1,
1971,Qtr 2,June,3,United States,12946,AW00012946,,Seth Allen,Seth,Male,Allen,100,111,100,,1
1971,Qtr 2,June,10,France,12269,AW00012269,,Warren Zheng,Warren,Male,Zheng,100,78,100,,1
1971,Qtr 2,June,10,Germany,19415,AW00019415,,Devin Collins,Devin,Male,Collins,100,1259,100,,1
1971,Qtr 2,June,10,United States,23460,AW00023460,,Javier Ramos,Javier,Male,Ramos,100,347,100,,1
1971,Qtr 2,June,10,United States,27616,AW00027616,100,Emma Brown,Emma,Female,Brown,,2331,100,1,
1971,Qtr 2,June,14,Canada,18951,AW00018951,,Dalton Jones,Dalton,Male,Jones,100,2413,100,,1
1971,Qtr 2,June,14,United Kingdom,11586,AW00011586,,Alberto Romero,Alberto,Male,Romero,100,9,100,,1
1971,Qtr 2,June,14,United Kingdom,21069,AW00021069,,Colin Lu,Colin,Male,Lu,100,91,100,,1
1971,Qtr 2,June,14,United States,26056,AW00026056,100,Karen Zeng,Karen,Female,Zeng,,2402,100,1,
1971,Qtr 2,June,14,United States,29212,AW00029212,100,Jocelyn Gonzales,Jocelyn,Female,Gonzales,,120,100,1,
1971,Qtr 2,June,19,United States,17534,AW00017534,,Robert Griffin,Robert,Male,Griffin,100,3,,,1
1971,Qtr 2,June,19,United States,24397,AW00024397,,Henry Raman,Henry,Male,Raman,100,25,100,,1
1971,Qtr 2,June,20,Australia,20252,AW00020252,,Darrell Raje,Darrell,Male,Raje,100,91,100,,1
1971,Qtr 2,June,20,Australia,27148,AW00027148,,Edwin Zhu,Edwin,Male,Zhu,100,53,100,,1
1971,Qtr 2,June,22,Australia,15235,AW00015235,100,Kari Lopez,Kari,Female,Lopez,,145,100,1,
1971,Qtr 2,June,22,France,12477,AW00012477,100,Robin Gill,Robin,Female,Gill,,54,100,1,
1971,Qtr 2,June,22,France,17988,AW00017988,,Alfredo Diaz,Alfredo,Male,Diaz,100,38,100,,1
1971,Qtr 2,June,22,Germany,22587,AW00022587,100,Gina Alonso,Gina,Female,Alonso,,202,100,1,
1971,Qtr 2,June,22,United States,22103,AW00022103,100,Alexandra Hernandez,Alexandra,Female,Hernandez,,91,100,1,
1971,Qtr 2,June,22,United States,29271,AW00029271,,Antonio Henderson,Antonio,Male,Henderson,100,72,100,,1
1971,Qtr 3,July,2,Australia,15596,AW00015596,,Gilbert Goel,Gilbert,Male,Goel,100,4325,100,,1
1971,Qtr 3,July,2,United Kingdom,13784,AW00013784,,Spencer Griffin,Spencer,Male,Griffin,100,4299,100,,1
1971,Qtr 3,July,2,United States,16092,AW00016092,100,Jessica Bryant,Jessica,Female,Bryant,,4,100,1,
1971,Qtr 3,July,4,United States,28065,AW00028065,100,Carrie Gill,Carrie,Female,Gill,,2378,100,1,
1971,Qtr 3,July,7,Australia,20268,AW00020268,,Jorge He,Jorge,Male,He,100,13,,,1
1971,Qtr 3,July,7,Germany,29365,AW00029365,100,Cheryl Carlson,Cheryl,Female,Carlson,,303,100,1,
1971,Qtr 3,July,7,n/a,21325,AW00021325,100,Angela Hayes,Angela,Female,Hayes,,43,100,1,
1971,Qtr 3,July,10,France,18004,AW00018004,100,Tonya Shen,Tonya,Female,Shen,,975,100,1,
1971,Qtr 3,July,11,Australia,13117,AW00013117,100,Evelyn Rodriguez,Evelyn,Female,Rodriguez,,5219,100,1,
1971,Qtr 3,July,11,Canada,29159,AW00029159,100,Emma Morgan,Emma,Female,Morgan,,924,,1,
1971,Qtr 3,July,11,France,16548,AW00016548,,Darren Rubio,Darren,Male,Rubio,100,3966,100,,1
1971,Qtr 3,July,11,United States,18936,AW00018936,100,Morgan Collins,Morgan,Female,Collins,,393,100,1,
1971,Qtr 3,July,13,Australia,21207,AW00021207,,Vincent Li,Vincent,Male,Li,100,103,100,,1
1971,Qtr 3,July,13,Canada,17023,AW00017023,,Jeremiah Harris,Jeremiah,Male,Harris,100,687,100,,1
1971,Qtr 3,July,13,France,17754,AW00017754,100,Stephanie King,Stephanie,Female,King,,1418,100,1,
1971,Qtr 3,July,13,France,26853,AW00026853,,Shane Rana,Shane,Male,Rana,100,359,100,,1
1971,Qtr 3,July,13,France,26854,AW00026854,,Jonathan Hayes,Jonathan,Male,Hayes,100,627,100,,1
1971,Qtr 3,July,13,United Kingdom,26833,AW00026833,,Kelvin Rai,Kelvin,Male,Rai,100,4,100,,1
1971,Qtr 3,July,13,United States,14593,AW00014593,,Jack Washington,Jack,Male,Washington,100,4,100,,1
1971,Qtr 3,July,20,Australia,16693,AW00016693,,Ethan Coleman,Ethan,Male,Coleman,100,3676,100,,1
1971,Qtr 3,July,20,Australia,19576,AW00019576,100,Mackenzie Hill,Mackenzie,Female,Hill,,3675,100,1,
1971,Qtr 3,July,20,Australia,26753,AW00026753,100,Summer Patel,Summer,Female,Patel,,1780,100,1,
1971,Qtr 3,July,20,Germany,12825,AW00012825,,Kelvin Hu,Kelvin,Male,Hu,100,4368,100,,1
1971,Qtr 3,July,20,United Kingdom,21018,AW00021018,100,Sheila Serrano,Sheila,Female,Serrano,,1378,100,1,
1971,Qtr 3,July,21,Australia,29196,AW00029196,,Darren Serrano,Darren,Male,Serrano,100,914,100,,1
1971,Qtr 3,July,21,France,20888,AW00020888,,Clayton Raje,Clayton,Male,Raje,100,1040,100,,1
1971,Qtr 3,July,21,United States,23386,AW00023386,,Jose Smith,Jose,Male,Smith,100,202,100,,1
1971,Qtr 3,July,22,Australia,26751,AW00026751,100,Mallory Serrano,Mallory,Female,Serrano,,1768,100,1,
1971,Qtr 3,July,22,France,25456,AW00025456,,Kelvin Cai,Kelvin,Male,Cai,100,3,,,1
1971,Qtr 3,July,22,Germany,11570,AW00011570,100,Kristin Andersen,Kristin,Female,Andersen,,4310,100,1,
1971,Qtr 3,July,22,United States,17453,AW00017453,100,Hailey Reed,Hailey,Female,Reed,,2487,100,1,
1971,Qtr 3,July,22,United States,27554,AW00027554,100,Jordyn West,Jordyn,Female,West,,1906,100,1,
1971,Qtr 3,July,25,Canada,17601,AW00017601,,Jose Hall,Jose,Male,Hall,100,188,100,,1
1971,Qtr 3,July,25,United States,23880,AW00023880,,Noah Patterson,Noah,Male,Patterson,100,205,100,,1
1971,Qtr 3,July,25,United States,27116,AW00027116,100,Regina Gonzalez,Regina,Female,Gonzalez,,2817,100,1,
1971,Qtr 3,July,26,Canada,12760,AW00012760,100,Krista Gomez,Krista,Female,Gomez,,193,100,1,
1971,Qtr 3,July,26,United States,19808,AW00019808,100,Brooke Kelly,Brooke,Female,Kelly,,273,100,1,
1971,Qtr 3,August,1,Australia,27599,AW00027599,,Cory Subram,Cory,Male,Subram,100,236,100,,1
1971,Qtr 3,August,1,United Kingdom,11563,AW00011563,,Cesar Srini,Cesar,Male,Srini,100,12,,,1
1971,Qtr 3,August,5,Australia,15595,AW00015595,,Andre Sanchez,Andre,Male,Sanchez,100,4290,100,,1
1971,Qtr 3,August,5,Australia,20267,AW00020267,100,Monica Garcia,Monica,Female,Garcia,,44,100,1,
1971,Qtr 3,August,5,France,28496,AW00028496,,Adam Shan,Adam,Male,Shan,100,44,,,1
1971,Qtr 3,August,5,Germany,21016,AW00021016,100,Michele Kapoor,Michele,Female,Kapoor,,1837,100,1,
1971,Qtr 3,August,5,United States,19713,AW00019713,100,Morgan Stewart,Morgan,Female,Stewart,,53,100,1,
1971,Qtr 3,August,5,United States,23055,AW00023055,,Seth Diaz,Seth,Male,Diaz,100,91,100,,1
1971,Qtr 3,August,6,Australia,15597,AW00015597,,Terry Raji,Terry,Male,Raji,100,4310,100,,1
1971,Qtr 3,August,6,Australia,23530,AW00023530,,Ivan Prasad,Ivan,Male,Prasad,100,72,100,,1
1971,Qtr 3,August,6,Germany,12470,AW00012470,100,Barbara He,Barbara,Female,He,,54,100,1,
1971,Qtr 3,August,6,Germany,23921,AW00023921,,Charles Lee,Charles,Male,Lee,100,2258,100,,1
1971,Qtr 3,August,6,United Kingdom,12491,AW00012491,,Alvin Huang,Alvin,Male,Huang,100,78,100,,1
1971,Qtr 3,August,6,United States,13713,AW00013713,,Alexander Walker,Alexander,Male,Walker,100,3391,100,,1
1971,Qtr 3,August,8,France,22426,AW00022426,100,Heather Zhu,Heather,Female,Zhu,,205,100,1,
1971,Qtr 3,August,8,France,25458,AW00025458,,Bruce Mehta,Bruce,Male,Mehta,100,920,100,,1
1971,Qtr 3,August,8,Germany,18139,AW00018139,100,Jennifer Washington,Jennifer,Female,Washington,,4135,100,1,
1971,Qtr 3,August,8,Germany,19285,AW00019285,100,Jacqueline Howard,Jacqueline,Female,Howard,,1460,100,1,
1971,Qtr 3,August,8,Germany,28467,AW00028467,100,Tasha Tang,Tasha,Female,Tang,,22,100,1,
1971,Qtr 3,August,8,United Kingdom,11385,AW00011385,,Miguel Allen,Miguel,Male,Allen,100,9,100,,1
1971,Qtr 3,August,8,United Kingdom,21858,AW00021858,,Curtis Lin,Curtis,Male,Lin,100,2322,100,,1
1971,Qtr 3,August,8,United Kingdom,25465,AW00025465,100,Mariah Diaz,Mariah,Female,Diaz,,1097,100,1,
1971,Qtr 3,August,8,United Kingdom,26361,AW00026361,100,Ebony Suarez,Ebony,Female,Suarez,,57,100,1,
1971,Qtr 3,August,8,United States,17156,AW00017156,100,Hailey Gonzales,Hailey,Female,Gonzales,,2530,100,1,
1971,Qtr 3,August,9,France,12817,AW00012817,,Theodore Suarez,Theodore,Male,Suarez,100,3826,100,,1
1971,Qtr 3,August,9,France,12820,AW00012820,,Derek Tang,Derek,Male,Tang,100,3817,100,,1
1971,Qtr 3,August,9,United Kingdom,17794,AW00017794,,Theodore Rowe,Theodore,Male,Rowe,100,1982,100,,1
1971,Qtr 3,August,10,Australia,11909,AW00011909,100,Nichole She,Nichole,Female,She,,4836,100,1,
1971,Qtr 3,August,10,Australia,19574,AW00019574,100,Michele Ramos,Michele,Female,Ramos,,107,100,1,
1971,Qtr 3,August,10,United Kingdom,12601,AW00012601,,Randy Zhang,Randy,Male,Zhang,100,44,100,,1
1971,Qtr 3,August,11,United States,16095,AW00016095,,Marcus Garcia,Marcus,Male,Garcia,100,2400,100,,1
1971,Qtr 3,August,13,France,14942,AW00014942,100,Whitney Madan,Whitney,Female,Madan,,3,,1,
1971,Qtr 3,August,13,United States,11676,AW00011676,,Alan Hu,Alan,Male,Hu,100,35,100,,1
1971,Qtr 3,August,15,Canada,18644,AW00018644,100,Carrie Ruiz,Carrie,Female,Ruiz,,85,100,1,
1971,Qtr 3,August,15,Canada,22267,AW00022267,100,Brianna Rodriguez,Brianna,Female,Rodriguez,,1682,100,1,
1971,Qtr 3,August,15,France,16425,AW00016425,100,Lisa Lu,Lisa,Female,Lu,,4587,100,1,
1971,Qtr 3,August,15,France,25478,AW00025478,100,Jennifer Butler,Jennifer,Female,Butler,,687,100,1,
1971,Qtr 3,August,15,Germany,19340,AW00019340,100,Renee Dominguez,Renee,Female,Dominguez,,3493,100,1,
1971,Qtr 3,August,15,Germany,28374,AW00028374,,Ruben Vance,Ruben,Male,Vance,100,90,100,,1
1971,Qtr 3,August,15,United States,11826,AW00011826,100,Jessie Alonso,Jessie,Female,Alonso,,3811,100,1,
1971,Qtr 3,August,15,United States,27529,AW00027529,100,Rachel White,Rachel,Female,White,,49,100,1,
1971,Qtr 3,August,17,United Kingdom,15441,AW00015441,100,Christy Zeng,Christy,Female,Zeng,,95,100,1,
1971,Qtr 3,August,17,United States,19405,AW00019405,100,Abigail Smith,Abigail,Female,Smith,,1082,100,1,
1971,Qtr 3,August,18,Australia,13964,AW00013964,100,Jasmine Lewis,Jasmine,Female,Lewis,,5232,100,1,
1971,Qtr 3,August,18,Australia,17291,AW00017291,,Jorge Huang,Jorge,Male,Huang,100,32,100,,1
1971,Qtr 3,August,18,France,12818,AW00012818,,Curtis She,Curtis,Male,She,100,93,100,,1
1971,Qtr 3,August,18,France,17703,AW00017703,100,Pamela Fernandez,Pamela,Female,Fernandez,,100,100,1,
